2021-05-23 00:30:26,47157
2021-05-23 00:30:49,46527
2021-05-23 00:31:24,45882
2021-05-23 00:32:10,45325
2021-05-23 00:33:05,46075
2021-05-23 00:33:23,45153
2021-05-23 00:33:40,46134
2021-05-23 00:34:28,45463
2021-05-23 00:34:54,44531
2021-05-23 00:34:56,45237
2021-05-23 00:35:50,44521
2021-05-23 00:36:27,45210
2021-05-23 00:37:04,45300
2021-05-23 00:37:59,44660
2021-05-23 00:38:15,45252
2021-05-23 00:38:54,44854
2021-05-23 00:39:15,44589
2021-05-23 00:39:34,45264
2021-05-23 00:40:07,45023
2021-05-23 00:40:43,45902
2021-05-23 00:41:03,46893
2021-05-23 00:41:29,46926
2021-05-23 00:42:16,47019
2021-05-23 00:43:03,46970
2021-05-23 00:44:03,46583
2021-05-23 00:44:04,46832
2021-05-23 00:44:52,45874
2021-05-23 00:45:06,46166
2021-05-23 00:46:02,45246
2021-05-23 00:46:09,46193
2021-05-23 00:47:04,45229
2021-05-23 00:47:18,45579
2021-05-23 00:47:45,46267
2021-05-23 00:48:10,46317
2021-05-23 00:48:55,46137
2021-05-23 00:48:57,46636
2021-05-23 00:49:07,46640
2021-05-23 00:49:14,46864
2021-05-23 00:49:38,46921
2021-05-23 00:50:23,47481
2021-05-23 00:51:22,46775
2021-05-23 00:51:44,47529
2021-05-23 00:52:14,47332
2021-05-23 00:52:52,46890
2021-05-23 00:53:14,46484
2021-05-23 00:53:59,45503
2021-05-23 00:54:33,45926
2021-05-23 00:54:53,44987
2021-05-23 00:55:08,45759
2021-05-23 00:55:45,46328
2021-05-23 00:56:09,46594
2021-05-23 00:57:09,47475
2021-05-23 00:57:23,47098
2021-05-23 00:58:11,46794
2021-05-23 00:58:58,47247
2021-05-23 00:59:48,46645
2021-05-23 01:00:04,46027
2021-05-23 01:00:46,46359
2021-05-23 01:00:52,46385
2021-05-23 01:01:26,45904
2021-05-23 01:01:53,45694
2021-05-23 01:02:14,45831
2021-05-23 01:02:41,45727
2021-05-23 01:03:23,46189
2021-05-23 01:03:40,46817
2021-05-23 01:03:56,45956
2021-05-23 01:04:10,46610
2021-05-23 01:05:03,46577
2021-05-23 01:05:40,45782
2021-05-23 01:05:45,45008
2021-05-23 01:06:00,44812
2021-05-23 01:06:03,45096
2021-05-23 01:07:00,45596
2021-05-23 01:07:11,44742
2021-05-23 01:07:41,44062
2021-05-23 01:08:22,44170
